
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
ETH/USDT   LONG   2025-04-01   $1882.53   $1920.18     13.5271    $483.46      take_profit
ETH/USDT   LONG   2025-04-02   $1859.21   $1896.39     13.9707    $493.13      take_profit
ETH/USDT   LONG   2025-04-02   $1883.42   $1921.09     14.0670    $502.99      take_profit
ETH/USDT   LONG   2025-04-02   $1933.81   $1914.47     13.9744    $-297.06     stop_loss
ETH/USDT   LONG   2025-04-02   $1871.06   $1852.35     14.2987    $-294.09     stop_loss
ETH/USDT   LONG   2025-04-02   $1795.01   $1830.91     14.7554    $502.84      take_profit
ETH/USDT   LONG   2025-04-03   $1808.65   $1790.56     14.9370    $-296.97     stop_loss
ETH/USDT   LONG   2025-04-03   $1789.73   $1771.83     14.9440    $-294.00     stop_loss
ETH/USDT   LONG   2025-04-03   $1757.18   $1792.32     15.0686    $502.69      take_profit
ETH/USDT   LONG   2025-04-04   $1793.61   $1829.48     15.0578    $512.74      take_profit
ETH/USDT   LONG   2025-04-04   $1793.83   $1775.89     15.3571    $-302.82     stop_loss
ETH/USDT   LONG   2025-04-04   $1767.44   $1802.79     15.4305    $517.77      take_profit
ETH/USDT   LONG   2025-04-04   $1788.58   $1824.35     15.5531    $528.12      take_profit

ETH/USDT   LONG   2025-04-06   $1748.67   $1731.18     16.2262    $-311.90     stop_loss
ETH/USDT   LONG   2025-04-06   $1720.31   $1703.11     16.3288    $-308.79     stop_loss
ETH/USDT   LONG   2025-04-06   $1682.64   $1665.81     16.5274    $-305.70     stop_loss
ETH/USDT   LONG   2025-04-06   $1625.20   $1608.95     16.9404    $-302.64     stop_loss
ETH/USDT   LONG   2025-04-06   $1618.28   $1602.10     16.8427    $-299.61     stop_loss
ETH/USDT   LONG   2025-04-06   $1588.04   $1572.16     16.9918    $-296.62     stop_loss
ETH/USDT   LONG   2025-04-06   $1574.65   $1606.14     16.9649    $507.16      take_profit
ETH/USDT   LONG   2025-04-06   $1559.24   $1543.65     17.4753    $-299.53     stop_loss
ETH/USDT   LONG   2025-04-06   $1552.44   $1583.49     17.3763    $512.13      take_profit
ETH/USDT   LONG   2025-04-06   $1576.97   $1561.20     17.4481    $-302.46     stop_loss
ETH/USDT   LONG   2025-04-07   $1558.00   $1589.16     17.4840    $517.15      take_profit
ETH/USDT   LONG   2025-04-07   $1602.18   $1586.16     17.3419    $-305.42     stop_loss
ETH/USDT   LONG   2025-04-07   $1576.77   $1561.00     17.4451    $-302.37     stop_loss
ETH/USDT   LONG   2025-04-07   $1528.21   $1558.77     17.8195    $517.00      take_profit
ETH/USDT   LONG   2025-04-07   $1537.17   $1521.80     18.0699    $-305.33     stop_loss
ETH/USDT   LONG   2025-04-07   $1425.13   $1453.63     19.2956    $522.06      take_profit
ETH/USDT   LONG   2025-04-07   $1445.89   $1474.81     19.3989    $532.51      take_profit
ETH/USDT   LONG   2025-04-07   $1497.09   $1482.12     19.1102    $-314.49     stop_loss
ETH/USDT   LONG   2025-04-07   $1476.90   $1506.44     19.1777    $537.72      take_profit
ETH/USDT   LONG   2025-04-07   $1506.51   $1491.44     19.1768    $-317.57     stop_loss

ETH/USDT   LONG   2025-04-07   $1491.35   $1476.44     19.1781    $-314.40     stop_loss
ETH/USDT   LONG   2025-04-07   $1477.11   $1506.65     19.1693    $537.56      take_profit
ETH/USDT   LONG   2025-04-07   $1506.38   $1491.32     19.1728    $-317.48     stop_loss
ETH/USDT   LONG   2025-04-07   $1494.51   $1524.40     19.1318    $542.83      take_profit
ETH/USDT   LONG   2025-04-07   $1542.64   $1573.49     18.9056    $553.69      take_profit
ETH/USDT   LONG   2025-04-07   $1588.21   $1619.97     18.7304    $564.76      take_profit
ETH/USDT   LONG   2025-04-07   $1549.22   $1580.20     19.5858    $576.06      take_profit
ETH/USDT   LONG   2025-04-07   $1549.35   $1533.86     19.9759    $-340.21     stop_loss
ETH/USDT   LONG   2025-04-07   $1541.78   $1526.36     19.8732    $-336.81     stop_loss
ETH/USDT   LONG   2025-04-07   $1529.18   $1559.76     19.8366    $575.89      take_profit
ETH/USDT   LONG   2025-04-07   $1554.31   $1585.40     19.9062    $587.40      take_profit
ETH/USDT   LONG   2025-04-07   $1557.24   $1541.67     20.2661    $-346.91     stop_loss
ETH/USDT   LONG   2025-04-08   $1563.51   $1594.78     19.9830    $593.16      take_profit
ETH/USDT   LONG   2025-04-08   $1589.84   $1573.94     20.0451    $-350.31     stop_loss
ETH/USDT   LONG   2025-04-08   $1566.75   $1551.08     20.1371    $-346.81     stop_loss
ETH/USDT   LONG   2025-04-08   $1561.63   $1546.01     20.0011    $-343.34     stop_loss
ETH/USDT   LONG   2025-04-08   $1522.20   $1506.98     20.3140    $-339.91     stop_loss
ETH/USDT   LONG   2025-04-08   $1460.41   $1489.62     20.9617    $581.18      take_profit
ETH/USDT   LONG   2025-04-08   $1463.08   $1448.45     21.3420    $-343.24     stop_loss
ETH/USDT   LONG   2025-04-08   $1454.96   $1440.41     21.2465    $-339.81     stop_loss

ETH/USDT   LONG   2025-04-09   $1397.85   $1425.81     21.8933    $581.01      take_profit
ETH/USDT   LONG   2025-04-09   $1421.02   $1449.44     21.9671    $592.63      take_profit
ETH/USDT   LONG   2025-04-09   $1415.92   $1444.24     22.4871    $604.48      take_profit
ETH/USDT   LONG   2025-04-09   $1440.72   $1469.53     22.5421    $616.57      take_profit
ETH/USDT   LONG   2025-04-09   $1464.48   $1493.77     22.6199    $628.90      take_profit
ETH/USDT   LONG   2025-04-09   $1453.76   $1482.84     23.2424    $641.48      take_profit
ETH/USDT   LONG   2025-04-09   $1474.66   $1504.15     23.3712    $654.31      take_profit
ETH/USDT   LONG   2025-04-09   $1502.62   $1487.59     23.3951    $-386.43     stop_loss
ETH/USDT   LONG   2025-04-09   $1515.76   $1546.08     22.9604    $660.72      take_profit
ETH/USDT   LONG   2025-04-09   $1572.02   $1603.46     22.5814    $673.94      take_profit
ETH/USDT   LONG   2025-04-09   $1599.98   $1631.98     22.6305    $687.42      take_profit
ETH/USDT   LONG   2025-04-09   $1626.12   $1658.64     22.7121    $701.17      take_profit
ETH/USDT   LONG   2025-04-09   $1659.14   $1642.55     22.7053    $-414.10     stop_loss
ETH/USDT   LONG   2025-04-09   $1643.89   $1676.77     22.6867    $708.04      take_profit
ETH/USDT   LONG   2025-04-09   $1678.74   $1661.95     22.6601    $-418.16     stop_loss
ETH/USDT   LONG   2025-04-09   $1659.48   $1642.89     22.6939    $-413.98     stop_loss
ETH/USDT   LONG   2025-04-10   $1643.14   $1626.71     22.6903    $-409.84     stop_loss
ETH/USDT   LONG   2025-04-10   $1608.60   $1592.51     22.9458    $-405.74     stop_loss
ETH/USDT   LONG   2025-04-10   $1592.14   $1623.98     22.9512    $693.74      take_profit
ETH/USDT   LONG   2025-04-10   $1590.54   $1622.35     23.4337    $707.61      take_profit

ETH/USDT   LONG   2025-04-10   $1564.68   $1549.03     24.2975    $-417.91     stop_loss
ETH/USDT   LONG   2025-04-10   $1485.65   $1515.36     25.3341    $714.55      take_profit
ETH/USDT   LONG   2025-04-10   $1505.39   $1535.50     25.5019    $728.84      take_profit
ETH/USDT   LONG   2025-04-11   $1533.81   $1564.49     25.5300    $743.42      take_profit
ETH/USDT   LONG   2025-04-11   $1549.78   $1580.78     25.7722    $758.29      take_profit
ETH/USDT   LONG   2025-04-11   $1549.93   $1580.93     26.2851    $773.45      take_profit
ETH/USDT   LONG   2025-04-11   $1570.95   $1555.24     26.4521    $-456.79     stop_loss
ETH/USDT   LONG   2025-04-11   $1545.84   $1576.76     26.6130    $781.03      take_profit
ETH/USDT   LONG   2025-04-11   $1569.87   $1554.17     26.7297    $-461.27     stop_loss
ETH/USDT   LONG   2025-04-12   $1590.76   $1622.58     26.1149    $788.68      take_profit
ETH/USDT   LONG   2025-04-12   $1611.55   $1643.78     26.2936    $804.46      take_profit
ETH/USDT   LONG   2025-04-12   $1639.84   $1623.44     26.3567    $-475.11     stop_loss
ETH/USDT   LONG   2025-04-13   $1614.32   $1598.18     26.5057    $-470.35     stop_loss
ETH/USDT   LONG   2025-04-13   $1596.88   $1580.91     26.5272    $-465.65     stop_loss
ETH/USDT   LONG   2025-04-13   $1574.26   $1605.75     26.6393    $796.18      take_profit
ETH/USDT   LONG   2025-04-13   $1612.78   $1645.04     26.5231    $812.10      take_profit
ETH/USDT   LONG   2025-04-13   $1637.46   $1621.09     26.6458    $-479.62     stop_loss
ETH/USDT   LONG   2025-04-13   $1620.38   $1604.18     26.6574    $-474.82     stop_loss
ETH/USDT   LONG   2025-04-13   $1581.01   $1612.63     27.0480    $811.86      take_profit
ETH/USDT   LONG   2025-04-13   $1578.51   $1610.08     27.6326    $828.10      take_profit

ETH/USDT   LONG   2025-04-14   $1608.05   $1640.21     27.6675    $844.66      take_profit
ETH/USDT   LONG   2025-04-14   $1618.80   $1651.18     28.0335    $861.55      take_profit
ETH/USDT   LONG   2025-04-14   $1657.84   $1691.00     27.9208    $878.78      take_profit
ETH/USDT   LONG   2025-04-14   $1663.56   $1646.92     28.3813    $-519.00     stop_loss
ETH/USDT   LONG   2025-04-14   $1631.64   $1615.32     28.6471    $-513.81     stop_loss
ETH/USDT   LONG   2025-04-14   $1626.07   $1609.81     28.4578    $-508.67     stop_loss
ETH/USDT   LONG   2025-04-15   $1646.75   $1630.28     27.8194    $-503.58     stop_loss
ETH/USDT   LONG   2025-04-15   $1602.60   $1586.57     28.3000    $-498.55     stop_loss
ETH/USDT   LONG   2025-04-15   $1590.20   $1574.30     28.2354    $-493.56     stop_loss
ETH/USDT   LONG   2025-04-16   $1564.56   $1595.85     28.4112    $843.90      take_profit
ETH/USDT   LONG   2025-04-16   $1587.42   $1571.55     28.5621    $-498.40     stop_loss
ETH/USDT   LONG   2025-04-16   $1545.70   $1576.61     29.0397    $852.17      take_profit
ETH/USDT   LONG   2025-04-16   $1560.18   $1591.38     29.3456    $869.22      take_profit
ETH/USDT   LONG   2025-04-16   $1573.63   $1605.10     29.6766    $886.60      take_profit
ETH/USDT   LONG   2025-04-17   $1601.49   $1585.48     29.7436    $-523.62     stop_loss
ETH/USDT   LONG   2025-04-17   $1567.22   $1598.56     30.0900    $895.29      take_profit
ETH/USDT   LONG   2025-04-17   $1610.71   $1594.60     29.8631    $-528.75     stop_loss
ETH/USDT   LONG   2025-04-17   $1578.26   $1609.83     30.1724    $904.06      take_profit
ETH/USDT   LONG   2025-04-19   $1607.53   $1591.45     30.2155    $-533.93     stop_loss
ETH/USDT   LONG   2025-04-20   $1582.77   $1614.43     30.3812    $912.92      take_profit

ETH/USDT   LONG   2025-04-21   $1607.89   $1640.05     30.5047    $931.18      take_profit
ETH/USDT   LONG   2025-04-21   $1633.92   $1617.58     30.6191    $-549.95     stop_loss
ETH/USDT   LONG   2025-04-21   $1614.72   $1598.57     30.6734    $-544.45     stop_loss
ETH/USDT   LONG   2025-04-21   $1580.64   $1564.83     31.0214    $-539.00     stop_loss
ETH/USDT   LONG   2025-04-22   $1561.52   $1592.75     31.0872    $921.59      take_profit
ETH/USDT   LONG   2025-04-22   $1612.70   $1644.95     30.7027    $940.03      take_profit
ETH/USDT   LONG   2025-04-22   $1644.68   $1677.57     30.7078    $958.83      take_profit
ETH/USDT   LONG   2025-04-22   $1668.29   $1701.66     30.8787    $978.00      take_profit
ETH/USDT   LONG   2025-04-22   $1705.29   $1688.24     30.8128    $-577.60     stop_loss
ETH/USDT   LONG   2025-04-22   $1697.76   $1731.72     30.6400    $987.59      take_profit
ETH/USDT   LONG   2025-04-22   $1714.18   $1748.46     30.9534    $1007.34     take_profit
ETH/USDT   LONG   2025-04-22   $1746.49   $1781.42     30.9884    $1027.49     take_profit
ETH/USDT   LONG   2025-04-23   $1767.20   $1802.54     31.2378    $1048.04     take_profit
ETH/USDT   LONG   2025-04-23   $1790.52   $1826.33     31.4475    $1069.00     take_profit
ETH/USDT   LONG   2025-04-23   $1789.94   $1772.04     32.0869    $-631.34     stop_loss
ETH/USDT   LONG   2025-04-23   $1766.30   $1801.63     32.1912    $1079.47     take_profit
ETH/USDT   LONG   2025-04-23   $1777.15   $1759.38     32.6345    $-637.53     stop_loss
ETH/USDT   LONG   2025-04-24   $1734.91   $1769.61     33.0948    $1090.05     take_profit
ETH/USDT   LONG   2025-04-24   $1751.00   $1786.02     33.4465    $1111.85     take_profit
ETH/USDT   LONG   2025-04-25   $1766.29   $1801.62     33.8201    $1134.09     take_profit

ETH/USDT   LONG   2025-04-25   $1790.51   $1826.32     34.0299    $1156.77     take_profit
ETH/USDT   LONG   2025-04-26   $1801.32   $1783.31     34.5022    $-683.18     stop_loss
ETH/USDT   LONG   2025-04-27   $1839.04   $1820.65     33.4566    $-676.35     stop_loss
ETH/USDT   LONG   2025-04-27   $1807.59   $1789.51     33.6983    $-669.58     stop_loss
ETH/USDT   LONG   2025-04-27   $1790.26   $1772.36     33.6842    $-662.89     stop_loss
ETH/USDT   LONG   2025-04-28   $1796.11   $1778.15     33.2388    $-656.26     stop_loss
ETH/USDT   LONG   2025-04-28   $1752.91   $1787.97     33.7174    $1122.08     take_profit
ETH/USDT   LONG   2025-04-28   $1789.91   $1825.71     33.6808    $1144.52     take_profit
ETH/USDT   LONG   2025-04-29   $1806.84   $1788.77     34.0325    $-675.94     stop_loss
ETH/USDT   LONG   2025-04-30   $1781.32   $1763.51     34.1749    $-669.18     stop_loss
ETH/USDT   LONG   2025-04-30   $1761.87   $1744.25     34.2066    $-662.49     stop_loss
ETH/USDT   LONG   2025-04-30   $1740.85   $1775.67     34.2735    $1132.74     take_profit
ETH/USDT   LONG   2025-04-30   $1773.50   $1808.97     34.3153    $1155.39     take_profit
ETH/USDT   LONG   2025-05-01   $1826.83   $1863.37     33.9798    $1178.50     take_profit
ETH/USDT   LONG   2025-05-01   $1859.36   $1840.77     34.0531    $-696.01     stop_loss
ETH/USDT   LONG   2025-05-02   $1824.48   $1860.97     34.3570    $1190.05     take_profit
ETH/USDT   LONG   2025-05-02   $1861.84   $1843.22     34.3410    $-702.83     stop_loss
ETH/USDT   LONG   2025-05-05   $1785.49   $1821.20     35.4514    $1201.71     take_profit
ETH/USDT   LONG   2025-05-05   $1799.51   $1781.51     35.8787    $-709.72     stop_loss
ETH/USDT   LONG   2025-05-06   $1763.31   $1798.58     36.2491    $1213.49     take_profit

ETH/USDT   LONG   2025-05-06   $1808.98   $1845.16     36.0406    $1237.76     take_profit
ETH/USDT   LONG   2025-05-07   $1803.60   $1839.67     36.8711    $1262.52     take_profit
ETH/USDT   LONG   2025-05-08   $1856.10   $1893.22     36.5447    $1287.77     take_profit
ETH/USDT   LONG   2025-05-08   $1887.08   $1924.82     36.6637    $1313.52     take_profit
ETH/USDT   LONG   2025-05-08   $1927.60   $1966.15     36.6108    $1339.79     take_profit
ETH/USDT   LONG   2025-05-08   $1958.47   $1997.64     36.7544    $1366.59     take_profit
ETH/USDT   LONG   2025-05-08   $2021.61   $2062.04     36.3186    $1393.92     take_profit
ETH/USDT   LONG   2025-05-08   $2041.91   $2082.75     36.6767    $1421.80     take_profit
ETH/USDT   LONG   2025-05-08   $2094.38   $2136.27     36.4730    $1450.23     take_profit
ETH/USDT   LONG   2025-05-08   $2115.00   $2157.30     36.8398    $1479.24     take_profit
ETH/USDT   LONG   2025-05-08   $2173.20   $2216.66     36.5702    $1508.82     take_profit
ETH/USDT   LONG   2025-05-08   $2169.02   $2212.40     37.3735    $1539.00     take_profit
ETH/USDT   LONG   2025-05-09   $2196.21   $2240.13     37.6491    $1569.78     take_profit
ETH/USDT   LONG   2025-05-09   $2211.97   $2256.21     38.1284    $1601.17     take_profit
ETH/USDT   LONG   2025-05-09   $2249.33   $2294.32     38.2450    $1633.20     take_profit
ETH/USDT   LONG   2025-05-09   $2295.61   $2341.52     38.2235    $1665.86     take_profit
ETH/USDT   LONG   2025-05-09   $2364.09   $2411.37     37.8586    $1699.18     take_profit
ETH/USDT   LONG   2025-05-09   $2427.61   $2476.16     37.6054    $1733.16     take_profit
ETH/USDT   LONG   2025-05-09   $2378.55   $2426.12     39.1486    $1767.83     take_profit
ETH/USDT   LONG   2025-05-09   $2407.93   $2383.85     39.4444    $-1044.06    stop_loss

ETH/USDT   LONG   2025-05-09   $2310.88   $2357.10     40.6899    $1785.15     take_profit
ETH/USDT   LONG   2025-05-09   $2336.77   $2383.51     41.0439    $1820.85     take_profit
ETH/USDT   LONG   2025-05-09   $2316.28   $2293.12     42.2351    $-1075.38    stop_loss
ETH/USDT   LONG   2025-05-09   $2290.82   $2336.64     42.2775    $1838.70     take_profit
ETH/USDT   LONG   2025-05-10   $2326.44   $2372.97     42.4628    $1875.47     take_profit
ETH/USDT   LONG   2025-05-10   $2368.03   $2415.39     42.5513    $1912.98     take_profit
ETH/USDT   LONG   2025-05-10   $2404.84   $2380.79     42.7380    $-1129.79    stop_loss
ETH/USDT   LONG   2025-05-10   $2376.37   $2423.90     42.8175    $1931.73     take_profit
ETH/USDT   LONG   2025-05-10   $2421.73   $2470.16     42.8558    $1970.36     take_profit
ETH/USDT   LONG   2025-05-10   $2464.83   $2514.13     42.9486    $2009.77     take_profit
ETH/USDT   LONG   2025-05-10   $2525.84   $2576.36     42.7494    $2049.97     take_profit
ETH/USDT   LONG   2025-05-10   $2561.20   $2535.59     43.0024    $-1210.69    stop_loss
ETH/USDT   LONG   2025-05-11   $2513.55   $2563.82     43.3794    $2070.06     take_profit
ETH/USDT   LONG   2025-05-11   $2555.78   $2530.22     43.5159    $-1222.55    stop_loss
ETH/USDT   LONG   2025-05-11   $2529.20   $2503.91     43.5335    $-1210.33    stop_loss
ETH/USDT   LONG   2025-05-11   $2491.46   $2466.55     43.7510    $-1198.23    stop_loss
ETH/USDT   LONG   2025-05-11   $2455.09   $2504.19     43.9552    $2048.74     take_profit
ETH/USDT   LONG   2025-05-11   $2469.42   $2444.73     44.5741    $-1209.97    stop_loss
ETH/USDT   LONG   2025-05-11   $2449.32   $2498.31     44.4905    $2068.82     take_profit
ETH/USDT   LONG   2025-05-11   $2484.76   $2534.46     44.7330    $2110.20     take_profit

ETH/USDT   LONG   2025-05-12   $2500.42   $2550.43     45.3419    $2152.40     take_profit
